2026-08-08 21:27:04,052 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 22:12:06,055 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 22:17:03,005 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 22:17:04,037 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 22:17:04,303 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 22:17:04,600 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 22:22:02,846 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 22:22:03,769 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 22:22:04,489 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 22:22:04,739 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 22:27:03,858 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 22:27:04,859 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 22:27:05,141 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 22:27:05,438 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 22:32:03,080 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 22:32:04,128 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 22:32:04,863 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 22:32:05,160 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 22:37:03,302 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 22:37:04,297 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 22:37:05,220 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 22:37:05,486 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 22:42:03,139 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 22:42:03,718 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 22:42:03,984 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 22:42:04,250 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 22:47:02,883 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 22:47:03,853 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 22:47:04,119 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 22:47:04,447 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 22:52:03,237 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 22:52:04,222 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 22:52:04,973 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 22:52:05,239 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 22:57:03,097 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 22:57:04,098 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 22:57:04,363 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 22:57:04,630 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 23:02:03,145 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 23:02:04,162 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 23:02:04,444 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 23:02:04,718 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 23:07:03,200 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 23:07:04,281 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 23:07:05,000 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 23:07:05,282 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 23:12:03,264 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 23:12:04,343 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 23:12:05,125 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 23:12:05,391 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 23:17:02,927 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 23:17:03,896 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 23:17:04,163 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 23:17:04,428 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 23:22:03,134 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 23:22:03,634 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 23:22:04,354 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 23:22:04,604 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 23:27:03,130 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 23:27:04,037 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 23:27:04,725 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 23:27:05,070 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 23:32:03,135 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 23:32:04,139 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 23:32:04,390 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 23:32:04,624 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 23:37:03,256 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 23:37:04,195 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 23:37:04,914 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 23:37:05,164 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 23:42:02,970 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 23:42:03,971 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 23:42:04,253 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 23:42:04,582 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 23:47:03,005 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 23:47:04,022 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 23:47:04,287 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 23:47:04,569 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 23:52:03,114 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 23:52:04,193 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 23:52:04,491 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 23:52:04,772 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-08 23:57:03,076 | INFO | DatabaseService | Database connected: Supabase
2026-08-08 23:57:03,607 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-08 23:57:04,358 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-08 23:57:04,592 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-09 00:02:03,183 | INFO | DatabaseService | Database connected: Supabase
2026-08-09 00:02:03,746 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-09 00:02:04,559 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-09 00:02:04,825 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-09 00:07:03,256 | INFO | DatabaseService | Database connected: Supabase
2026-08-09 00:07:04,291 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-09 00:07:05,010 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-09 00:07:05,433 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-09 00:12:03,539 | INFO | DatabaseService | Database connected: Supabase
2026-08-09 00:12:04,541 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-09 00:12:05,260 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-09 00:12:05,573 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-09 00:17:03,648 | INFO | DatabaseService | Database connected: Supabase
2026-08-09 00:17:04,243 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-09 00:17:04,946 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-09 00:17:05,228 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-09 00:22:03,508 | INFO | DatabaseService | Database connected: Supabase
2026-08-09 00:22:04,494 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-09 00:22:05,237 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-09 00:22:05,502 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-09 00:27:03,516 | INFO | DatabaseService | Database connected: Supabase
2026-08-09 00:27:04,517 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-09 00:27:04,767 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-09 00:27:05,111 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-09 00:32:03,612 | INFO | DatabaseService | Database connected: Supabase
2026-08-09 00:32:04,599 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-09 00:32:05,363 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-09 00:32:05,645 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-09 00:37:03,768 | INFO | DatabaseService | Database connected: Supabase
2026-08-09 00:37:04,832 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-09 00:37:05,598 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-09 00:37:05,879 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-09 00:42:03,721 | INFO | DatabaseService | Database connected: Supabase
2026-08-09 00:42:04,221 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-09 00:42:04,472 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-09 00:42:04,753 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-09 00:47:03,416 | INFO | DatabaseService | Database connected: Supabase
2026-08-09 00:47:04,480 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-09 00:47:05,246 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-09 00:47:05,544 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-09 00:52:03,944 | INFO | DatabaseService | Database connected: Supabase
2026-08-09 00:52:04,943 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-09 00:52:05,656 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-09 00:52:05,921 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-09 00:57:03,735 | INFO | DatabaseService | Database connected: Supabase
2026-08-09 00:57:04,814 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-09 00:57:05,565 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-09 00:57:05,846 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 33 USD events
2026-08-09 01:02:03,501 | INFO | DatabaseService | Database connected: Supabase
2026-08-09 01:02:04,549 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
