2026-08-10 01:02:05,031 | INFO | DatabaseService | Database connected: Supabase
2026-08-10 02:02:42,385 | INFO | __main__ | Session-plan ladder skipped: plan not ready (status=NOT_READY, reason=BUY alignment from macro; but authority WEAK — only 1 aligned source(s), needs 2 (or 1 with both an aligned sweep and zone support)) and no unexpired day map to fall back on
2026-08-10 02:02:42,665 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-10 03:02:04,471 | INFO | DatabaseService | Database connected: Supabase
2026-08-10 03:02:05,518 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-10 03:02:05,910 | INFO | __main__ | Market data integrity for XAU/USD: source=mt5 type=historical_ohlc grade=HIGH signal_generation=True pending_activation=True
2026-08-10 03:02:06,646 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-10 03:02:06,665 | INFO | __main__ | Running agent: macro_fundamental
2026-08-10 03:02:07,203 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 27 USD events
2026-08-10 03:02:07,218 | INFO | __main__ | Running agent: technical
2026-08-10 03:02:07,218 | INFO | __main__ | Running agent: classical
2026-08-10 03:02:07,218 | INFO | __main__ | Running agent: smc
2026-08-10 03:02:07,218 | INFO | __main__ | Running agent: price_action
2026-08-10 03:02:07,218 | INFO | __main__ | Running agent: multitimeframe
2026-08-10 03:02:07,672 | INFO | __main__ | Running agent: daily_bias
2026-08-10 03:02:07,923 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates?select=%2A&is_active=eq.True&symbol=eq.XAU%2FUSD "HTTP/2 200 OK"
2026-08-10 03:02:08,188 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 03:02:08,940 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=%2A&order=analysis_run_at.desc&limit=12&symbol=eq.XAU%2FUSD "HTTP/2 200 OK"
2026-08-10 03:02:08,940 | INFO | __main__ | Session plan not ready for XAU/USD: BUY alignment from macro; but authority WEAK — only 1 aligned source(s), needs 2 (or 1 with both an aligned sweep and zone support)
2026-08-10 03:02:09,205 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans "HTTP/2 401 Unauthorized"
2026-08-10 03:02:09,221 | ERROR | DatabaseService | Failed to insert session plan snapshot in Supabase, falling back local: {'message': 'new row violates row-level security policy for table "session_plans"', 'code': '42501', 'hint': None, 'details': None}
2026-08-10 03:02:09,972 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=payload&id=eq.SESSION_PLAN_20260810_030208_940057_221fc110&limit=1 "HTTP/2 200 OK"
2026-08-10 03:02:10,253 | INFO | httpx | HTTP Request: PATCH https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?id=eq.SESSION_PLAN_20260810_030208_940057_221fc110 "HTTP/2 200 OK"
2026-08-10 03:02:10,945 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=100 "HTTP/2 200 OK"
2026-08-10 03:02:11,195 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 03:02:11,461 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&or=%28and%28created_at.gte.2026-08-10T00%3A00%3A00Z%2Ccreated_at.lt.2026-08-11T00%3A00%3A00Z%29%2Cand%28closed_at.gte.2026-08-10T00%3A00%3A00Z%2Cclosed_at.lt.2026-08-11T00%3A00%3A00Z%29%29 "HTTP/2 200 OK"
2026-08-10 03:02:11,711 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 03:02:12,059 | WARNING | services.llm_review | Gemini market attempt 1/3 failed: HTTP 401 — retry in 3s
2026-08-10 03:02:15,077 | WARNING | services.llm_review | Gemini market attempt 2/3 failed: HTTP 401 — retry in 6s
2026-08-10 03:02:21,103 | INFO | __main__ | \U0001f9e0 Gemini market context: unavailable/skipped (HTTP 401)
2026-08-10 03:02:21,103 | INFO | __main__ | \U0001f9e0 Gemini signal review skipped: WAIT hourly status
2026-08-10 03:02:21,150 | WARNING | services.llm_review | Gemini news attempt 1/3 failed: HTTP 401 — retry in 3s
2026-08-10 03:02:24,169 | WARNING | services.llm_review | Gemini news attempt 2/3 failed: HTTP 401 — retry in 6s
2026-08-10 03:02:30,200 | INFO | __main__ | \U0001f9e0 Gemini news review: unavailable/skipped (HTTP 401)
2026-08-10 03:02:30,231 | WARNING | services.llm_review | Gemini macro attempt 1/3 failed: HTTP 401 — retry in 3s
2026-08-10 03:02:33,269 | WARNING | services.llm_review | Gemini macro attempt 2/3 failed: HTTP 401 — retry in 6s
2026-08-10 03:02:39,290 | INFO | __main__ | \U0001f9e0 Gemini macro: unavailable/skipped (HTTP 401)
2026-08-10 03:02:40,026 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=%2A&order=analysis_run_at.desc&limit=12&symbol=eq.XAU%2FUSD&plan_ready=eq.True "HTTP/2 200 OK"
2026-08-10 03:02:40,026 | INFO | __main__ | Session-plan ladder skipped: plan not ready (status=NOT_READY, reason=BUY alignment from macro; but authority WEAK — only 1 aligned source(s), needs 2 (or 1 with both an aligned sweep and zone support)) and no unexpired day map to fall back on
2026-08-10 03:02:40,792 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-10 04:02:04,522 | INFO | DatabaseService | Database connected: Supabase
2026-08-10 04:02:05,132 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-10 04:02:05,449 | INFO | __main__ | Market data integrity for XAU/USD: source=mt5 type=historical_ohlc grade=HIGH signal_generation=True pending_activation=True
2026-08-10 04:02:05,699 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-10 04:02:05,714 | INFO | __main__ | Running agent: macro_fundamental
2026-08-10 04:02:06,106 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 27 USD events
2026-08-10 04:02:06,106 | INFO | __main__ | Running agent: technical
2026-08-10 04:02:06,106 | INFO | __main__ | Running agent: classical
2026-08-10 04:02:06,106 | INFO | __main__ | Running agent: smc
2026-08-10 04:02:06,106 | INFO | __main__ | Running agent: price_action
2026-08-10 04:02:06,106 | INFO | __main__ | Running agent: multitimeframe
2026-08-10 04:02:06,594 | INFO | __main__ | Running agent: daily_bias
2026-08-10 04:02:06,863 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates?select=%2A&is_active=eq.True&symbol=eq.XAU%2FUSD "HTTP/2 200 OK"
2026-08-10 04:02:07,112 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 04:02:07,379 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=%2A&order=analysis_run_at.desc&limit=12&symbol=eq.XAU%2FUSD "HTTP/2 200 OK"
2026-08-10 04:02:07,379 | INFO | __main__ | Session plan not ready for XAU/USD: BUY alignment from macro; but authority WEAK — only 1 aligned source(s), needs 2 (or 1 with both an aligned sweep and zone support)
2026-08-10 04:02:07,645 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans "HTTP/2 401 Unauthorized"
2026-08-10 04:02:07,645 | ERROR | DatabaseService | Failed to insert session plan snapshot in Supabase, falling back local: {'message': 'new row violates row-level security policy for table "session_plans"', 'code': '42501', 'hint': None, 'details': None}
2026-08-10 04:02:07,958 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=payload&id=eq.SESSION_PLAN_20260810_040207_379706_3c759363&limit=1 "HTTP/2 200 OK"
2026-08-10 04:02:08,239 | INFO | httpx | HTTP Request: PATCH https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?id=eq.SESSION_PLAN_20260810_040207_379706_3c759363 "HTTP/2 200 OK"
2026-08-10 04:02:08,505 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=100 "HTTP/2 200 OK"
2026-08-10 04:02:08,772 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 04:02:09,039 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&or=%28and%28created_at.gte.2026-08-10T00%3A00%3A00Z%2Ccreated_at.lt.2026-08-11T00%3A00%3A00Z%29%2Cand%28closed_at.gte.2026-08-10T00%3A00%3A00Z%2Cclosed_at.lt.2026-08-11T00%3A00%3A00Z%29%29 "HTTP/2 200 OK"
2026-08-10 04:02:09,289 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 04:02:09,588 | WARNING | services.llm_review | Gemini market attempt 1/3 failed: HTTP 401 — retry in 3s
2026-08-10 04:02:12,605 | WARNING | services.llm_review | Gemini market attempt 2/3 failed: HTTP 401 — retry in 6s
2026-08-10 04:02:18,628 | INFO | __main__ | \U0001f9e0 Gemini market context: unavailable/skipped (HTTP 401)
2026-08-10 04:02:18,628 | INFO | __main__ | \U0001f9e0 Gemini signal review skipped: WAIT hourly status
2026-08-10 04:02:18,660 | WARNING | services.llm_review | Gemini news attempt 1/3 failed: HTTP 401 — retry in 3s
2026-08-10 04:02:21,686 | WARNING | services.llm_review | Gemini news attempt 2/3 failed: HTTP 401 — retry in 6s
2026-08-10 04:02:27,724 | INFO | __main__ | \U0001f9e0 Gemini news review: unavailable/skipped (HTTP 401)
2026-08-10 04:02:27,755 | WARNING | services.llm_review | Gemini macro attempt 1/3 failed: HTTP 401 — retry in 3s
2026-08-10 04:02:30,773 | WARNING | services.llm_review | Gemini macro attempt 2/3 failed: HTTP 401 — retry in 6s
2026-08-10 04:02:36,801 | INFO | __main__ | \U0001f9e0 Gemini macro: unavailable/skipped (HTTP 401)
2026-08-10 04:02:37,536 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=%2A&order=analysis_run_at.desc&limit=12&symbol=eq.XAU%2FUSD&plan_ready=eq.True "HTTP/2 200 OK"
2026-08-10 04:02:37,536 | INFO | __main__ | Session-plan ladder skipped: plan not ready (status=NOT_READY, reason=BUY alignment from macro; but authority WEAK — only 1 aligned source(s), needs 2 (or 1 with both an aligned sweep and zone support)) and no unexpired day map to fall back on
2026-08-10 04:02:38,302 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-10 05:02:04,016 | INFO | DatabaseService | Database connected: Supabase
2026-08-10 05:02:04,564 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-10 05:02:04,846 | INFO | __main__ | Market data integrity for XAU/USD: source=mt5 type=historical_ohlc grade=HIGH signal_generation=True pending_activation=True
2026-08-10 05:02:05,581 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-10 05:02:05,581 | INFO | __main__ | Running agent: macro_fundamental
2026-08-10 05:02:05,909 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 27 USD events
2026-08-10 05:02:05,909 | INFO | __main__ | Running agent: technical
2026-08-10 05:02:05,909 | INFO | __main__ | Running agent: classical
2026-08-10 05:02:05,909 | INFO | __main__ | Running agent: smc
2026-08-10 05:02:05,909 | INFO | __main__ | Running agent: price_action
2026-08-10 05:02:05,909 | INFO | __main__ | Running agent: multitimeframe
2026-08-10 05:02:06,316 | INFO | __main__ | Running agent: daily_bias
2026-08-10 05:02:06,598 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates?select=%2A&is_active=eq.True&symbol=eq.XAU%2FUSD "HTTP/2 200 OK"
2026-08-10 05:02:06,863 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 05:02:07,614 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=%2A&order=analysis_run_at.desc&limit=12&symbol=eq.XAU%2FUSD "HTTP/2 200 OK"
2026-08-10 05:02:07,629 | INFO | __main__ | Session plan not ready for XAU/USD: BUY alignment from macro; but authority WEAK — only 1 aligned source(s), needs 2 (or 1 with both an aligned sweep and zone support)
2026-08-10 05:02:08,348 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans "HTTP/2 401 Unauthorized"
2026-08-10 05:02:08,348 | ERROR | DatabaseService | Failed to insert session plan snapshot in Supabase, falling back local: {'message': 'new row violates row-level security policy for table "session_plans"', 'code': '42501', 'hint': None, 'details': None}
2026-08-10 05:02:08,677 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=payload&id=eq.SESSION_PLAN_20260810_050207_629447_e4b7a30d&limit=1 "HTTP/2 200 OK"
2026-08-10 05:02:08,942 | INFO | httpx | HTTP Request: PATCH https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?id=eq.SESSION_PLAN_20260810_050207_629447_e4b7a30d "HTTP/2 200 OK"
2026-08-10 05:02:09,662 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=100 "HTTP/2 200 OK"
2026-08-10 05:02:09,943 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
